jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2018,1,03353,13558,32815
2009,1,03354,2748,7642
2010,1,03354,2226,5991
2011,1,03354,2763,6924
2012,1,03354,2989,7861
2013,1,03354,2794,8093
2014,1,03354,2949,7823
2015,1,03354,2861,8103
2016,1,03354,3394,9479
2017,1,03354,2892,7572
2018,1,03354,2886,7437
2009,1,03355,9882,21671
2010,1,03355,9101,19446
2011,1,03355,10452,21989
2012,1,03355,11154,25305
2013,1,03355,11125,21776
2014,1,03355,11019,22951
2015,1,03355,11487,24879
2016,1,03355,11473,23166
2017,1,03355,12521,26495
2018,1,03355,12807,25236
2009,1,03356,2728,5781
2010,1,03356,2234,6189
2011,1,03356,2570,7042
2012,1,03356,3142,8525
2013,1,03356,3069,8625
2014,1,03356,2875,6882
2015,1,03356,2946,9385
2016,1,03356,2825,7548
2017,1,03356,2906,6938
2018,1,03356,3147,7145
2009,1,03357,9866,18820
2010,1,03357,10118,19759
2011,1,03357,10227,19795
2012,1,03357,10986,20775
2013,1,03357,10390,20951
2014,1,03357,10298,19124
2015,1,03357,11126,27732
2016,1,03357,10217,25755
2017,1,03357,10555,25036
2018,1,03357,10503,26753
2009,1,03358,31966,111993
2010,1,03358,28573,107199
2011,1,03358,28465,98783
2012,1,03358,29071,104380
2013,1,03358,26470,94261
2014,1,03358,27431,93964
2015,1,03358,28808,96511
2016,1,03358,33241,111063
2017,1,03358,33771,108424
2018,1,03358,34732,105646
2009,1,03359,6488,16344
2010,1,03359,6819,16351
2011,1,03359,7010,16785
2012,1,03359,7277,18106
2013,1,03359,7722,17854
2014,1,03359,7106,16702
2015,1,03359,7209,15887
2016,1,03359,8664,20900
2017,1,03359,8432,18490
2018,1,03359,8793,19058
2009,1,03360,7696,38869
2010,1,03360,6494,39085
2011,1,03360,6973,36590
2012,1,03360,7565,42366
2013,1,03360,7250,41560
2014,1,03360,6877,39341
2015,1,03360,7065,40514
2016,1,03360,7134,41177
2017,1,03360,7450,42421
2018,1,03360,7866,40697
2009,1,03361,7830,15081
2010,1,03361,7527,14974
2011,1,03361,7787,16024
2012,1,03361,7230,14888
2013,1,03361,7913,16329
2014,1,03361,7999,16335
2015,1,03361,7623,15671
2016,1,03361,7965,15943
2017,1,03361,8832,17591
2018,1,03361,10955,20634
2009,1,03401,1758,2921
2010,1,03401,1679,2800
2011,1,03401,1903,3160
2012,1,03401,1627,2918
2013,1,03401,1752,3480
2014,1,03401,1787,3099
2015,1,03401,1469,2539
2016,1,03401,1565,3015
2017,1,03401,2403,4557
2018,1,03401,1822,3537
2009,1,03402,2502,4333
2010,1,03402,2476,4815
2011,1,03402,2287,5154
2012,1,03402,2815,4968
2013,1,03402,3121,6770
2014,1,03402,3276,7424
2015,1,03402,3136,7467
2016,1,03402,4021,8441
2017,1,03402,3697,7748
2018,1,03402,4542,7851
2009,1,03403,7359,11869
2010,1,03403,8226,17930
2011,1,03403,8256,19517
2012,1,03403,8300,20160
2013,1,03403,8407,20035
2014,1,03403,8478,22106
2015,1,03403,8928,21487
2016,1,03403,9896,24053
2017,1,03403,10409,25325
2018,1,03403,10200,24353
2009,1,03404,11760,17171
2010,1,03404,11355,17839
2011,1,03404,11686,17793
2012,1,03404,12711,18699
2013,1,03404,13675,21046
2014,1,03404,13426,20157
2015,1,03404,13064,18941
2016,1,03404,16344,26884
2017,1,03404,19749,30323
2018,1,03404,20343,30140
2009,1,03405,3876,12063
2010,1,03405,3476,12263
2011,1,03405,5402,15328
2012,1,03405,5284,16211
2013,1,03405,5351,15513
2014,1,03405,5772,16338
2015,1,03405,6176,16387
2016,1,03405,5987,18701
2017,1,03405,6683,20294
2018,1,03405,6796,20078
2009,1,03451,10945,30089
2010,1,03451,9666,30590
2011,1,03451,11225,34281
2012,1,03451,11054,33648
2013,1,03451,10874,33209
2014,1,03451,11496,34538
2015,1,03451,11699,36160
2016,1,03451,12100,38307
2017,1,03451,13500,40186
2018,1,03451,14028,42095
2009,1,03452,15875,68172
2010,1,03452,15832,77152
2011,1,03452,16746,73099
2012,1,03452,16907,75899
2013,1,03452,17280,81802
2014,1,03452,18764,81741
2015,1,03452,19970,89780
2016,1,03452,21113,100256
2017,1,03452,23609,102919
2018,1,03452,22989,103866
2009,1,03453,6152,14574
2010,1,03453,6559,15425
2011,1,03453,7541,16311
2012,1,03453,8288,18090
2013,1,03453,7031,16157
2014,1,03453,7531,17902
2015,1,03453,7738,17682
2016,1,03453,7876,20522
2017,1,03453,7331,17166
2018,1,03453,8161,19483
2009,1,03454,18101,44711
2010,1,03454,17281,48603
2011,1,03454,17549,54565
2012,1,03454,20137,63955
2013,1,03454,20385,63581
2014,1,03454,20965,58427
2015,1,03454,20493,56844
2016,1,03454,21413,62162
2017,1,03454,21905,63939
2018,1,03454,24404,68837
2009,1,03455,7366,26752
2010,1,03455,5989,20055
2011,1,03455,6539,23788
2012,1,03455,8050,24891
2013,1,03455,8443,30494
2014,1,03455,8409,32439
2015,1,03455,8289,32000
2016,1,03455,9356,35284
2017,1,03455,9451,35851
2018,1,03455,10409,36106
2009,1,03456,7967,21855
2010,1,03456,10720,31592
2011,1,03456,11506,37923
2012,1,03456,14348,47015
2013,1,03456,12912,45621
2014,1,03456,9900,36026
2015,1,03456,10477,37505
2016,1,03456,9783,36923
2017,1,03456,12702,44527
2018,1,03456,14128,47646
2009,1,03457,5683,38306
2010,1,03457,5980,40257
2011,1,03457,7002,39799
2012,1,03457,7079,40898
2013,1,03457,8328,46325
2014,1,03457,7850,45287
2015,1,03457,7316,43523
2016,1,03457,7666,45795
2017,1,03457,8143,45605
2018,1,03457,8811,47836
2009,1,03458,6241,10872
2010,1,03458,6103,11675
2011,1,03458,6419,11416
2012,1,03458,6978,12497
2013,1,03458,5693,11652
2014,1,03458,6831,13066
2015,1,03458,7049,12473
2016,1,03458,8388,13960
2017,1,03458,7799,13758
2018,1,03458,9492,17662
2009,1,03459,14432,77968
2010,1,03459,15123,78873
2011,1,03459,16498,78541
2012,1,03459,19399,86533
2013,1,03459,17518,78082
2014,1,03459,18565,88208
2015,1,03459,18214,88605
2016,1,03459,20246,88488
2017,1,03459,19828,94523
2018,1,03459,23177,97977
2009,1,03460,7398,16588
2010,1,03460,7299,19402
2011,1,03460,6968,18320
2012,1,03460,7823,19902
2013,1,03460,7588,19363
2014,1,03460,7443,18456
2015,1,03460,7398,18713
2016,1,03460,8463,21356
2017,1,03460,8219,21813
2018,1,03460,8855,24427
2009,1,03461,8840,55990
2010,1,03461,6364,23700
2011,1,03461,7610,25350
2012,1,03461,7475,27994
2013,1,03461,7393,28924
2014,1,03461,7954,33595
2015,1,03461,9439,33156
2016,1,03461,8779,33672
2017,1,03461,11420,37175
2018,1,03461,9476,36609
2009,1,03462,7377,35875
2010,1,03462,6615,35150
2011,1,03462,7572,33756
2012,1,03462,7256,34466
2013,1,03462,6806,37089
2014,1,03462,7420,40911
2015,1,03462,6564,38386
2016,1,03462,8688,41476
2017,1,03462,8613,47003
2018,1,03462,7839,41654
2009,7,03101,16759,30207
2010,7,03101,19713,35959
2011,7,03101,20935,37865
2012,7,03101,24493,43372
2013,7,03101,19716,39432
2014,7,03101,27892,49789
2015,7,03101,28053,49754
2016,7,03101,26292,43238
2017,7,03101,32770,52240
2018,7,03101,31373,52101
2009,7,03102,2726,7275
2010,7,03102,3092,9901
2011,7,03102,3729,11594
2012,7,03102,4279,14000
2013,7,03102,3578,13333
2014,7,03102,4144,12183
2015,7,03102,4203,12008
2016,7,03102,4549,12701
2017,7,03102,4592,12436
2018,7,03102,4021,12323
2009,7,03103,18221,45674
2010,7,03103,17496,42475
2011,7,03103,24091,51821
2012,7,03103,23190,50769
2013,7,03103,18838,47191
2014,7,03103,27400,46991
2015,7,03103,32289,56956
2016,7,03103,25651,48528
2017,7,03103,24317,44091
2018,7,03103,29677,56684
2009,7,03151,10565,35333
2010,7,03151,11430,36047
2011,7,03151,12270,37182
2012,7,03151,13753,40625
2013,7,03151,14324,42782
2014,7,03151,14404,41498
2015,7,03151,14537,41026
2016,7,03151,11092,35156
2017,7,03151,11015,29451
2018,7,03151,11021,31270
2009,7,03153,60642,233837
2010,7,03153,62402,235515
2011,7,03153,66803,242127
2012,7,03153,69379,262740
2013,7,03153,65787,247041
2014,7,03153,71798,243065
2015,7,03153,72545,255231
2016,7,03153,75595,262226
2017,7,03153,69998,241336
2018,7,03153,75498,259623
2009,7,03154,7129,14889
2010,7,03154,6954,13868
2011,7,03154,8568,16137
2012,7,03154,8718,13661
2013,7,03154,9750,16472
2014,7,03154,9355,15139
2015,7,03154,8329,14256
2016,7,03154,7703,12609
2017,7,03154,6925,13450
2018,7,03154,6792,12749
2009,7,03155,19305,58092
2010,7,03155,17309,53716
2011,7,03155,16788,52201
2012,7,03155,17245,55258
2013,7,03155,15870,50591
2014,7,03155,17203,50862
2015,7,03155,17141,49545
2016,7,03155,15852,49180
2017,7,03155,16897,51202
2018,7,03155,16405,48793
2009,7,03157,3915,8513
2010,7,03157,4328,9534
2011,7,03157,3783,8172
2012,7,03157,4969,9981
2013,7,03157,4407,8456
2014,7,03157,4809,9199
2015,7,03157,4371,7940
2016,7,03157,3711,7427
2017,7,03157,4425,8079
2018,7,03157,4693,8946
2009,7,03158,3136,7790
2010,7,03158,4099,10698
2011,7,03158,4371,11607
2012,7,03158,5006,12136
2013,7,03158,3593,10341
2014,7,03158,4910,12099
2015,7,03158,4956,11518
2016,7,03158,3894,10407
2017,7,03158,3501,9940
2018,7,03158,3427,10151
2009,7,03159,59750,171381
2010,7,03159,61120,167289
2011,7,03159,66215,173246
2012,7,03159,69944,182944
2013,7,03159,65934,186115
2014,7,03159,68049,184081
2015,7,03159,76341,212186
2016,7,03159,74974,206510
2017,7,03159,77081,203299
2018,7,03159,74974,211210
2009,7,03241,129444,252360
2010,7,03241,144236,274241
2011,7,03241,160484,306097
2012,7,03241,176599,373701
2013,7,03241,159449,299020
2014,7,03241,174378,320076
2015,7,03241,191356,344953
2016,7,03241,166254,308638
2017,7,03241,180394,320736
2018,7,03241,188225,340754
2009,7,03251,10634,21594
2010,7,03251,12870,27733
2011,7,03251,13610,27609
2012,7,03251,13818,27886
2013,7,03251,12986,28115
2014,7,03251,14163,28976
2015,7,03251,14474,30009
2016,7,03251,14608,31948
2017,7,03251,14168,29920
2018,7,03251,15363,33267
2009,7,03252,24537,117320
2010,7,03252,27151,115976
2011,7,03252,26847,117045
2012,7,03252,27790,120877
2013,7,03252,27746,120510
2014,7,03252,27928,115275
2015,7,03252,28449,115638
2016,7,03252,28612,110206
2017,7,03252,27105,103399
2018,7,03252,28616,106653
2009,7,03254,16344,37766
2010,7,03254,18620,43103
2011,7,03254,20437,45197
2012,7,03254,22333,49286
2013,7,03254,19613,45377
2014,7,03254,23977,52662
2015,7,03254,24846,53487
2016,7,03254,21464,50274
2017,7,03254,22909,52362
2018,7,03254,24557,53614
2009,7,03255,8612,19501
2010,7,03255,10611,19740
2011,7,03255,9791,17555
2012,7,03255,10741,20489
2013,7,03255,12529,23766
2014,7,03255,12823,25597
2015,7,03255,12219,27802
2016,7,03255,14394,33063
2017,7,03255,13260,30202
2018,7,03255,13258,31456
2009,7,03256,6533,11862
2010,7,03256,7778,13928
2011,7,03256,8069,16165
2012,7,03256,10280,20769
2013,7,03256,14764,44206
2014,7,03256,11359,21878
2015,7,03256,10001,20467
2016,7,03256,10211,22362
2017,7,03256,16338,31949
2018,7,03256,15707,33526
2009,7,03257,20440,75202
2010,7,03257,18652,77283
2011,7,03257,20093,74759
2012,7,03257,21691,79532
2013,7,03257,22011,86892
2014,7,03257,22382,81457
2015,7,03257,25247,90625
2016,7,03257,36629,113625
2017,7,03257,39619,127302
2018,7,03257,46774,138933
2009,7,03351,24058,65518
2010,7,03351,26311,66396
2011,7,03351,27484,64385
2012,7,03351,29084,67428
2013,7,03351,30524,72186
2014,7,03351,30916,71552
2015,7,03351,32741,80042
2016,7,03351,30837,81775
2017,7,03351,32340,85868
2018,7,03351,33720,91104
2009,7,03352,73669,406790
2010,7,03352,76760,396111
2011,7,03352,72491,374096
2012,7,03352,75376,367434
2013,7,03352,73700,371726
2014,7,03352,72248,329609
2015,7,03352,76765,360756
2016,7,03352,82780,389938
2017,7,03352,79536,381397
2018,7,03352,90401,419768
2009,7,03353,27993,63933
2010,7,03353,27821,67538
2011,7,03353,30763,70395
2012,7,03353,28355,65652
2013,7,03353,28697,69641
2014,7,03353,32443,72452
2015,7,03353,33222,74474
2016,7,03353,34024,72166
2017,7,03353,35102,74972
2018,7,03353,37261,85636
2009,7,03354,11659,45301
2010,7,03354,11638,44979
2011,7,03354,11571,40749
2012,7,03354,11425,37630
2013,7,03354,9107,32922
2014,7,03354,10702,29826
2015,7,03354,12103,34533
2016,7,03354,12389,35491
2017,7,03354,11463,32163
2018,7,03354,12186,39453
2009,7,03355,24630,57421
2010,7,03355,24427,54796
2011,7,03355,26454,59870
2012,7,03355,26808,64732
2013,7,03355,24209,60152
2014,7,03355,27684,64545
2015,7,03355,29586,70445
2016,7,03355,32909,77237
2017,7,03355,28977,67926
2018,7,03355,29679,68694
2009,7,03356,5388,12493
2010,7,03356,5292,13328
2011,7,03356,6006,14371
2012,7,03356,6496,17013
2013,7,03356,5163,14099
2014,7,03356,6170,14517
2015,7,03356,5563,13702
2016,7,03356,5212,14256
2017,7,03356,5429,14318
2018,7,03356,5647,15147
2009,7,03357,18711,50223
2010,7,03357,19752,54031
2011,7,03357,20492,53996
2012,7,03357,20156,52674
2013,7,03357,18122,47384
2014,7,03357,21713,51658
2015,7,03357,23748,68959
2016,7,03357,19037,52843
2017,7,03357,21289,60884
2018,7,03357,20489,61510
2009,7,03358,99829,397594
2010,7,03358,101128,391995
2011,7,03358,102034,370800
2012,7,03358,101100,363504
2013,7,03358,106263,392712
2014,7,03358,97074,335441
2015,7,03358,107724,364813
2016,7,03358,117986,412558
2017,7,03358,122950,415236
2018,7,03358,123583,427913
2009,7,03359,14973,40441
2010,7,03359,17873,44658
2011,7,03359,19461,46712
2012,7,03359,19362,49343
2013,7,03359,18084,45510
2014,7,03359,19323,45637
2015,7,03359,20267,47999
2016,7,03359,20371,49453
2017,7,03359,21284,51145
2018,7,03359,22274,56991
2009,7,03360,14273,78514
2010,7,03360,13820,76802
2011,7,03360,14592,76703
2012,7,03360,14299,79317
2013,7,03360,14701,79792
2014,7,03360,14950,75011
2015,7,03360,14899,72947
2016,7,03360,15305,77224
2017,7,03360,15147,71906
2018,7,03360,15012,73991
2009,7,03361,11411,28105
2010,7,03361,11077,29693
2011,7,03361,13002,32267
2012,7,03361,14019,36825
2013,7,03361,13476,35658
2014,7,03361,16798,40643
2015,7,03361,14117,32973
2016,7,03361,16065,45284
2017,7,03361,16752,34976
2018,7,03361,17343,37387
2009,7,03401,2248,3556
2010,7,03401,1827,3902
2011,7,03401,2063,3557
2012,7,03401,2560,3547
2013,7,03401,1904,3743
2014,7,03401,2192,4265
2015,7,03401,2584,4509
2016,7,03401,2164,3796
2017,7,03401,2583,4385
2018,7,03401,2312,4019
2009,7,03402,5832,12234
2010,7,03402,6298,12524
2011,7,03402,6941,14252
2012,7,03402,7375,14936
2013,7,03402,8932,18000
2014,7,03402,8259,18470
2015,7,03402,8378,16724
2016,7,03402,9641,20656
2017,7,03402,8885,19510
2018,7,03402,9957,21483
2009,7,03403,9445,18355
2010,7,03403,10640,23609
2011,7,03403,10500,22868
2012,7,03403,10915,26584
2013,7,03403,10582,25508
2014,7,03403,14838,31493
2015,7,03403,14241,29584
2016,7,03403,11939,28590
2017,7,03403,12810,29995
2018,7,03403,12953,31731
2009,7,03404,14586,22125
2010,7,03404,14934,23316
2011,7,03404,15664,24651
2012,7,03404,17177,27276
2013,7,03404,15722,26058
2014,7,03404,17483,27420
2015,7,03404,20751,33744
2016,7,03404,21208,36293
2017,7,03404,26591,42258
2018,7,03404,23480,38436
2009,7,03405,7297,22030
2010,7,03405,9711,26629
2011,7,03405,9911,28724
2012,7,03405,9576,29002
2013,7,03405,11693,32175
2014,7,03405,12342,33653
2015,7,03405,14058,37026
2016,7,03405,13593,37909
2017,7,03405,13404,37683
2018,7,03405,14145,38585
2009,7,03451,23899,84618
2010,7,03451,22871,83056
2011,7,03451,23669,85973
2012,7,03451,23745,84133
2013,7,03451,23234,88784
2014,7,03451,25989,87557
2015,7,03451,27196,88858
2016,7,03451,25697,90908
2017,7,03451,26369,94172
2018,7,03451,27180,96442
2009,7,03452,92765,612177
2010,7,03452,96272,601870
2011,7,03452,92215,563281
2012,7,03452,89473,550037
2013,7,03452,96486,562165
2014,7,03452,91281,523461
2015,7,03452,93089,573313
2016,7,03452,106360,603715
2017,7,03452,107045,595658
2018,7,03452,115706,652532
2009,7,03453,12304,46861
2010,7,03453,13546,49713
2011,7,03453,13795,44323
2012,7,03453,14686,45064
2013,7,03453,14150,50067
2014,7,03453,14901,42808
2015,7,03453,14962,46788
2016,7,03453,16732,54809
2017,7,03453,17961,61645
2018,7,03453,17086,61785
2009,7,03454,56750,248826
2010,7,03454,57908,244978
2011,7,03454,64091,264026
2012,7,03454,66445,284161
2013,7,03454,68659,277722
2014,7,03454,78426,280555
2015,7,03454,72123,275595
2016,7,03454,71803,281786
2017,7,03454,76115,279918
2018,7,03454,78249,298914
2009,7,03455,55818,370636
2010,7,03455,65844,400977
2011,7,03455,55019,362003
2012,7,03455,59580,352066
2013,7,03455,66636,366277
2014,7,03455,55674,327469
2015,7,03455,55073,370148
2016,7,03455,60378,342157
2017,7,03455,56494,373768
2018,7,03455,64348,407471
2009,7,03456,21412,81986
2010,7,03456,27316,106338
2011,7,03456,27425,108043
2012,7,03456,28692,112631
2013,7,03456,28441,110574
2014,7,03456,18479,70470
2015,7,03456,20185,81105
2016,7,03456,19422,76377
2017,7,03456,21187,79948
2018,7,03456,22100,82468
2009,7,03457,34362,232619
2010,7,03457,35775,241631
2011,7,03457,36777,236491
2012,7,03457,36196,225551
2013,7,03457,35842,223559
2014,7,03457,34693,214457
2015,7,03457,35104,226367
2016,7,03457,41237,258305
2017,7,03457,41113,255810
2018,7,03457,44718,270324
2009,7,03458,11068,26360
2010,7,03458,11938,28374
2011,7,03458,12235,26849
2012,7,03458,14904,34326
2013,7,03458,13712,28925
2014,7,03458,16825,32041
2015,7,03458,18138,33552
2016,7,03458,16863,39848
2017,7,03458,18735,38270
2018,7,03458,19917,44408
2009,7,03459,36909,195161
2010,7,03459,40745,195329
2011,7,03459,39630,177585
2012,7,03459,39669,177625
2013,7,03459,36845,194323
2014,7,03459,41304,167732
2015,7,03459,43338,182166
2016,7,03459,41920,183379
2017,7,03459,43369,191930
2018,7,03459,48602,204196
2009,7,03460,10572,31414
2010,7,03460,11523,40451
2011,7,03460,11884,30470
2012,7,03460,11983,32889
2013,7,03460,11765,37047
2014,7,03460,12461,29975
2015,7,03460,14627,40957
2016,7,03460,13152,38904
2017,7,03460,13421,38656
2018,7,03460,13604,40805
2009,7,03461,20995,102612
2010,7,03461,22231,105901
2011,7,03461,20227,98166
2012,7,03461,20188,93605
2013,7,03461,22777,101269
2014,7,03461,20283,83313
2015,7,03461,22033,104098
2016,7,03461,24008,107728
2017,7,03461,24769,111574
2018,7,03461,27637,123537
2009,7,03462,72661,483005
2010,7,03462,75940,474418
2011,7,03462,72529,458852
2012,7,03462,64596,411915
2013,7,03462,75200,435606
2014,7,03462,65582,383097
2015,7,03462,70891,427286
2016,7,03462,75299,439557
2017,7,03462,74007,437122
2018,7,03462,81775,474057
2009,6,03101,24271,41029
2010,6,03101,24763,46243
2011,6,03101,22835,42897
2012,6,03101,23631,46134
2013,6,03101,24989,45485
2014,6,03101,29086,53509
2015,6,03101,30054,51615
2016,6,03101,34030,56787
2017,6,03101,35925,56193
2018,6,03101,37461,60092
2009,6,03102,3444,7932
2010,6,03102,4041,12566
2011,6,03102,4154,11405
2012,6,03102,3795,13764
2013,6,03102,4382,13702
2014,6,03102,4150,11742
2015,6,03102,5063,13486
2016,6,03102,4894,12919
2017,6,03102,5100,13510
2018,6,03102,4906,14563
2009,6,03103,22901,43221
2010,6,03103,20840,41986
2011,6,03103,22864,45700
2012,6,03103,21218,44149
2013,6,03103,20345,43479
2014,6,03103,24024,41738
2015,6,03103,30783,51049
2016,6,03103,29727,51767
2017,6,03103,27990,45541
2018,6,03103,33291,52916
2009,6,03151,11414,31115
2010,6,03151,12675,31512
2011,6,03151,12770,36050
2012,6,03151,14137,37096
2013,6,03151,15042,38515
2014,6,03151,13562,37074
2015,6,03151,13770,38189
2016,6,03151,12805,35865
2017,6,03151,11987,29822
2018,6,03151,13404,32898
2009,6,03153,54916,183023
2010,6,03153,57041,193678
2011,6,03153,67829,217571
2012,6,03153,62555,203636
2013,6,03153,59158,196333
2014,6,03153,68379,214578
2015,6,03153,62654,201730
2016,6,03153,63465,205853
2017,6,03153,68588,217222
2018,6,03153,65315,206238
2009,6,03154,9429,17424
2010,6,03154,9673,17808
2011,6,03154,9263,16578
2012,6,03154,9236,14954
2013,6,03154,9628,16174
2014,6,03154,8831,15923
2015,6,03154,8975,16003
2016,6,03154,10808,17756
2017,6,03154,9335,16135
2018,6,03154,9716,15300
2009,6,03155,18005,50873
2010,6,03155,17138,49094
2011,6,03155,16970,50317
2012,6,03155,17174,48541
2013,6,03155,16141,47770
2014,6,03155,16487,47461
2015,6,03155,15455,43199
2016,6,03155,15143,39946
2017,6,03155,15920,42454
2018,6,03155,16804,43761
2009,6,03157,4460,8110
2010,6,03157,4715,10021
2011,6,03157,4303,9077
2012,6,03157,5255,9497
2013,6,03157,5143,8433
2014,6,03157,5225,8432
2015,6,03157,4923,8428
2016,6,03157,4525,8050
2017,6,03157,4465,8106
2018,6,03157,5266,9281
2009,6,03158,4266,8885
2010,6,03158,4697,10631
2011,6,03158,4877,11643
2012,6,03158,5235,11985
2013,6,03158,5562,12952
2014,6,03158,6046,13495
2015,6,03158,5902,13992
2016,6,03158,4910,11603
2017,6,03158,4799,11048
2018,6,03158,5392,11662
2009,6,03159,59735,142758
2010,6,03159,57665,134877
2011,6,03159,62881,150818
2012,6,03159,62183,143573
2013,6,03159,61135,142800
2014,6,03159,63721,154289
2015,6,03159,65527,155925
2016,6,03159,64850,161513
2017,6,03159,76813,183271
2018,6,03159,72487,169471
2009,6,03241,145968,261594
2010,6,03241,168856,302014
2011,6,03241,174874,325837
2012,6,03241,181337,325621
2013,6,03241,186348,326189
2014,6,03241,181641,322452
2015,6,03241,205805,383053
2016,6,03241,200931,377049
2017,6,03241,214562,370490
2018,6,03241,211699,386184
2009,6,03251,11128,19286
2010,6,03251,13216,25139
2011,6,03251,12777,24345
2012,6,03251,13304,26019
2013,6,03251,12220,24601
2014,6,03251,13118,25774
2015,6,03251,13546,26152
2016,6,03251,14533,29341
2017,6,03251,15052,29793
2018,6,03251,15096,29776
2009,6,03252,27215,116499
2010,6,03252,29836,115831
2011,6,03252,29251,118934
2012,6,03252,27267,115349
2013,6,03252,26813,112786
2014,6,03252,27623,113347
2015,6,03252,28984,109817
2016,6,03252,29299,107853
2017,6,03252,30957,109090
2018,6,03252,30826,107208
2009,6,03254,17622,39066
2010,6,03254,19468,43470
2011,6,03254,21819,49408
2012,6,03254,20531,47261
2013,6,03254,21799,48262
2014,6,03254,20377,46573
2015,6,03254,27989,62609
2016,6,03254,23536,53822
2017,6,03254,24526,56098
2018,6,03254,27191,58856
2009,6,03255,8022,18057
2010,6,03255,10369,19372
2011,6,03255,12507,25421
2012,6,03255,10773,20974
2013,6,03255,9911,18833
2014,6,03255,13422,29503
2015,6,03255,12475,25911
2016,6,03255,14223,32391
2017,6,03255,16339,34986
2018,6,03255,12930,30165
2009,6,03256,7652,12570
2010,6,03256,7762,13601
2011,6,03256,8796,16313
2012,6,03256,10802,19643
2013,6,03256,10862,20792
2014,6,03256,11412,21923
2015,6,03256,10674,20673
2016,6,03256,11626,23891
2017,6,03256,12278,24590
2018,6,03256,13051,25118
2009,6,03257,19417,67506
2010,6,03257,18605,65440
2011,6,03257,21479,73118
2012,6,03257,20860,73491
2013,6,03257,21116,70773
2014,6,03257,21581,76347
2015,6,03257,22937,74317
2016,6,03257,19714,67389
2017,6,03257,22696,76886
2018,6,03257,22325,76468
2009,6,03351,24837,60388
2010,6,03351,25292,57424
2011,6,03351,28994,69563
2012,6,03351,26514,56494
2013,6,03351,26552,59493
2014,6,03351,31020,70000
2015,6,03351,27498,63987
2016,6,03351,27466,66771
2017,6,03351,33089,83880
2018,6,03351,32354,75721
2009,6,03352,59109,267685
2010,6,03352,60252,263397
2011,6,03352,71686,304889
2012,6,03352,61405,261877
2013,6,03352,57451,243478
2014,6,03352,70889,293904
2015,6,03352,65294,271266
2016,6,03352,61926,258142
2017,6,03352,73904,309084
2018,6,03352,74080,295099
2009,6,03353,25838,58010
2010,6,03353,27924,63308
2011,6,03353,31106,69990
2012,6,03353,28500,64920
2013,6,03353,28084,65894
2014,6,03353,29687,65542
2015,6,03353,31374,66805
2016,6,03353,29707,60927
2017,6,03353,34282,72434
2018,6,03353,35063,73040
2009,6,03354,10345,29240
2010,6,03354,11285,31732
2011,6,03354,13064,34040
2012,6,03354,10296,27814
2013,6,03354,7583,20363
2014,6,03354,11961,30367
2015,6,03354,10549,27129
2016,6,03354,9940,25113
2017,6,03354,11909,31127
2018,6,03354,10995,27306
2009,6,03355,24900,53102
2010,6,03355,25800,56015
2011,6,03355,28202,62263
2012,6,03355,27085,60205
2013,6,03355,27156,64017
2014,6,03355,28502,62640
2015,6,03355,29130,63054
2016,6,03355,29666,64503
2017,6,03355,30307,66872
2018,6,03355,31575,66963
2009,6,03356,5948,12558
2010,6,03356,6130,15281
2011,6,03356,6257,14820
2012,6,03356,6578,16616
2013,6,03356,5761,13407
2014,6,03356,6341,14545
2015,6,03356,6001,13311
2016,6,03356,5946,14700
2017,6,03356,6162,14629
2018,6,03356,6734,15453
2009,6,03357,21744,50541
2010,6,03357,21191,49228
2011,6,03357,22411,52563
2012,6,03357,21999,51192
2013,6,03357,21164,48150
2014,6,03357,22764,49921
2015,6,03357,22267,62245
2016,6,03357,21197,55347
2017,6,03357,22679,56916
2018,6,03357,23658,57608
2009,6,03358,73291,233307
2010,6,03358,70105,221676
2011,6,03358,83878,259167
2012,6,03358,73110,224735
2013,6,03358,76168,220847
2014,6,03358,80139,248449
2015,6,03358,79158,222599
2016,6,03358,80815,236043
2017,6,03358,101577,295673
2018,6,03358,93587,243133
2009,6,03359,15804,38584
2010,6,03359,18751,44788
2011,6,03359,20934,50278
2012,6,03359,19349,46140
2013,6,03359,19355,45005
2014,6,03359,18753,44295
2015,6,03359,19819,45748
2016,6,03359,19165,45794
2017,6,03359,22793,50989
2018,6,03359,23503,55785
2009,6,03360,14583,69587
2010,6,03360,14284,66934
2011,6,03360,15046,69931
2012,6,03360,13782,69808
2013,6,03360,15244,71051
2014,6,03360,15804,71607
2015,6,03360,14134,65310
2016,6,03360,16213,71696
2017,6,03360,17277,71899
2018,6,03360,15629,66641
2009,6,03361,13630,25073
2010,6,03361,15783,30812
2011,6,03361,13959,27097
2012,6,03361,16496,34235
2013,6,03361,13133,27060
2014,6,03361,15184,30544
2015,6,03361,14308,27984
2016,6,03361,16152,30499
2017,6,03361,16792,33714
2018,6,03361,19639,37609
2009,6,03401,2950,5565
2010,6,03401,2413,4816
2011,6,03401,2540,4199
2012,6,03401,2199,4027
2013,6,03401,2706,4987
2014,6,03401,2791,5594
2015,6,03401,2612,4925
2016,6,03401,2615,4615
2017,6,03401,2473,5127
2018,6,03401,2837,5006
2009,6,03402,6339,11864
2010,6,03402,6034,12008
2011,6,03402,6672,13986
2012,6,03402,6924,14474
2013,6,03402,7767,15142
2014,6,03402,8555,16718
