jahr (FK),monat (FK),landkreis (FK),ankuenfte,uebernachtungen
2010,6,03402,12008,6034
2011,6,03402,13986,6672
2012,6,03402,14474,6924
2013,6,03402,15142,7767
2014,6,03402,16718,8555
2015,6,03402,15962,7875
2016,6,03402,16724,8118
2017,6,03402,18542,9180
2018,6,03402,20704,10141
2009,6,03403,23525,11937
2010,6,03403,23332,11530
2011,6,03403,25542,11968
2012,6,03403,27532,12510
2013,6,03403,26615,12138
2014,6,03403,27332,11631
2015,6,03403,29868,14054
2016,6,03403,29776,13955
2017,6,03403,32846,14911
2018,6,03403,35616,16105
2009,6,03404,26421,18184
2010,6,03404,27463,18238
2011,6,03404,28021,17694
2012,6,03404,30346,18375
2013,6,03404,29059,19023
2014,6,03404,28088,17781
2015,6,03404,35010,21663
2016,6,03404,42214,25454
2017,6,03404,44348,28421
2018,6,03404,46703,30059
2009,6,03405,20058,6863
2010,6,03405,24796,8547
2011,6,03405,27612,10505
2012,6,03405,27525,10185
2013,6,03405,28260,10749
2014,6,03405,29367,11355
2015,6,03405,31820,12515
2016,6,03405,31732,11871
2017,6,03405,35763,14363
2018,6,03405,34513,13394
2009,6,03451,80270,24653
2010,6,03451,83758,25206
2011,6,03451,87110,26700
2012,6,03451,80398,24798
2013,6,03451,83380,25112
2014,6,03451,85500,25394
2015,6,03451,86609,26673
2016,6,03451,84860,24981
2017,6,03451,93346,28152
2018,6,03451,89963,27747
2009,6,03452,431343,76353
2010,6,03452,427222,78979
2011,6,03452,473650,92549
2012,6,03452,418533,78278
2013,6,03452,399539,77778
2014,6,03452,437683,89887
2015,6,03452,428426,82972
2016,6,03452,433514,85316
2017,6,03452,491327,102958
2018,6,03452,476056,95660
2009,6,03453,36279,12657
2010,6,03453,37366,14290
2011,6,03453,38314,15180
2012,6,03453,35153,13859
2013,6,03453,33647,13628
2014,6,03453,37087,14832
2015,6,03453,31520,13046
2016,6,03453,36817,14416
2017,6,03453,45745,17168
2018,6,03453,45605,18429
2009,6,03454,175388,60624
2010,6,03454,207469,67505
2011,6,03454,240368,76604
2012,6,03454,218342,69472
2013,6,03454,200759,70503
2014,6,03454,235218,84132
2015,6,03454,188554,67168
2016,6,03454,197348,68198
2017,6,03454,247787,81423
2018,6,03454,230507,79531
2009,6,03455,240818,38455
2010,6,03455,243795,41186
2011,6,03455,268731,49898
2012,6,03455,243666,45449
2013,6,03455,236861,45749
2014,6,03455,265390,48701
2015,6,03455,247433,44091
2016,6,03455,245621,42806
2017,6,03455,308887,54414
2018,6,03455,267113,44438
2009,6,03456,69888,21947
2010,6,03456,89386,26873
2011,6,03456,95618,27263
2012,6,03456,91718,27008
2013,6,03456,90036,26539
2014,6,03456,74202,21805
2015,6,03456,64426,19673
2016,6,03456,57275,18751
2017,6,03456,77832,24947
2018,6,03456,73049,22434
2009,6,03457,174743,30638
2010,6,03457,182404,30518
2011,6,03457,201260,35711
2012,6,03457,178525,33767
2013,6,03457,170887,30725
2014,6,03457,185165,34446
2015,6,03457,182252,32670
2016,6,03457,192299,35096
2017,6,03457,211295,41237
2018,6,03457,220089,42487
2009,6,03458,26115,13426
2010,6,03458,29327,14429
2011,6,03458,28553,14349
2012,6,03458,27651,14907
2013,6,03458,26031,13936
2014,6,03458,30404,17167
2015,6,03458,39193,15669
2016,6,03458,33164,17329
2017,6,03458,37093,20039
2018,6,03458,38509,20616
2009,6,03459,138711,36018
2010,6,03459,161828,40548
2011,6,03459,157552,42397
2012,6,03459,150171,41222
2013,6,03459,151879,44380
2014,6,03459,158951,43742
2015,6,03459,148604,40217
2016,6,03459,148684,41670
2017,6,03459,172789,47299
2018,6,03459,167305,48989
2009,6,03460,25505,11884
2010,6,03460,30898,11544
2011,6,03460,29429,12515
2012,6,03460,27311,12058
2013,6,03460,30492,12503
2014,6,03460,29378,12526
2015,6,03460,31136,13561
2016,6,03460,35219,14299
2017,6,03460,36818,15221
2018,6,03460,37117,14253
2009,6,03461,68549,16235
2010,6,03461,62995,15430
2011,6,03461,85559,20953
2012,6,03461,68438,16604
2013,6,03461,69675,16583
2014,6,03461,88678,22149
2015,6,03461,76244,18601
2016,6,03461,72996,18063
2017,6,03461,93415,24389
2018,6,03461,77697,20495
2009,6,03462,305281,51476
2010,6,03462,285108,52381
2011,6,03462,343553,66998
2012,6,03462,278750,50581
2013,6,03462,263014,51610
2014,6,03462,310379,64839
2015,6,03462,279353,55342
2016,6,03462,266229,52123
2017,6,03462,317068,65128
2018,6,03462,296929,60701
2009,3,03101,41158,21797
2010,3,03101,40963,21959
2011,3,03101,41884,22992
2012,3,03101,42692,23349
2013,3,03101,39719,21609
2014,3,03101,46247,27315
2015,3,03101,47719,26355
2016,3,03101,45887,26207
2017,3,03101,56569,35387
2018,3,03101,53573,33631
2009,3,03102,7710,3177
2010,3,03102,11541,3728
2011,3,03102,10734,3728
2012,3,03102,12847,4057
2013,3,03102,12535,3242
2014,3,03102,11133,3690
2015,3,03102,12355,3984
2016,3,03102,11078,3869
2017,3,03102,12637,4765
2018,3,03102,11387,3858
2009,3,03103,36186,18079
2010,3,03103,41264,20569
2011,3,03103,41164,20312
2012,3,03103,43458,21358
2013,3,03103,40533,19501
2014,3,03103,40801,23831
2015,3,03103,45761,28402
2016,3,03103,42007,25245
2017,3,03103,41332,26330
2018,3,03103,47590,28894
2009,3,03151,25458,9015
2010,3,03151,23300,9798
2011,3,03151,27298,10033
2012,3,03151,32294,11182
2013,3,03151,33717,10627
2014,3,03151,30448,11308
2015,3,03151,30118,10732
2016,3,03151,27455,9139
2017,3,03151,22503,9086
2018,3,03151,24319,9299
2009,3,03153,120495,37638
2010,3,03153,126989,39240
2011,3,03153,122933,39788
2012,3,03153,138670,43189
2013,3,03153,165682,49658
2014,3,03153,134170,41514
2015,3,03153,144323,45046
2016,3,03153,173431,52582
2017,3,03153,141554,43943
2018,3,03153,181455,56203
2009,3,03154,12964,7790
2010,3,03154,13108,7860
2011,3,03154,13377,8158
2012,3,03154,12986,8341
2013,3,03154,13089,8075
2014,3,03154,12902,7901
2015,3,03154,13088,8058
2016,3,03154,13502,7709
2017,3,03154,13480,7517
2018,3,03154,11664,6316
2009,3,03155,37840,11420
2010,3,03155,37906,11664
2011,3,03155,37510,11434
2012,3,03155,39266,11648
2013,3,03155,35682,10068
2014,3,03155,35350,11378
2015,3,03155,34541,11034
2016,3,03155,32571,10005
2017,3,03155,34600,11027
2018,3,03155,34686,10927
2009,3,03157,6356,3409
2010,3,03157,9397,4272
2011,3,03157,8670,4266
2012,3,03157,9646,5043
2013,3,03157,8209,4365
2014,3,03157,7907,4507
2015,3,03157,8275,4326
2016,3,03157,7328,3776
2017,3,03157,8180,4381
2018,3,03157,7379,4258
2009,3,03158,6989,3373
2010,3,03158,9488,4006
2011,3,03158,10458,4082
2012,3,03158,11885,4293
2013,3,03158,11726,3967
2014,3,03158,12247,4720
2015,3,03158,11377,4309
2016,3,03158,9453,3178
2017,3,03158,10476,3835
2018,3,03158,9202,3384
2009,3,03159,99137,42731
2010,3,03159,97775,41237
2011,3,03159,99372,42504
2012,3,03159,106765,44862
2013,3,03159,110460,43625
2014,3,03159,105847,44561
2015,3,03159,116640,47483
2016,3,03159,139408,52150
2017,3,03159,127235,55645
2018,3,03159,130522,53541
2009,3,03241,266298,140624
2010,3,03241,294609,158210
2011,3,03241,297449,155421
2012,3,03241,321521,171664
2013,3,03241,289733,149894
2014,3,03241,316674,168842
2015,3,03241,331163,172998
2016,3,03241,306807,154545
2017,3,03241,338416,181040
2018,3,03241,284588,158809
2009,3,03251,13551,7740
2010,3,03251,16780,8487
2011,3,03251,15190,8510
2012,3,03251,17389,9163
2013,3,03251,16094,7646
2014,3,03251,17042,9051
2015,3,03251,16858,8593
2016,3,03251,17395,8404
2017,3,03251,19617,9669
2018,3,03251,18069,9040
2009,3,03252,94315,18469
2010,3,03252,88875,17912
2011,3,03252,90757,19557
2012,3,03252,93280,20337
2013,3,03252,96154,20745
2014,3,03252,95136,20465
2015,3,03252,93050,20984
2016,3,03252,92286,22237
2017,3,03252,95176,22842
2018,3,03252,89250,21058
2009,3,03254,39543,14854
2010,3,03254,43059,16518
2011,3,03254,44049,17561
2012,3,03254,47951,19351
2013,3,03254,49400,18192
2014,3,03254,48450,19458
2015,3,03254,50238,21301
2016,3,03254,49384,19665
2017,3,03254,53714,22905
2018,3,03254,44361,18241
2009,3,03255,6252,2861
2010,3,03255,8814,3944
2011,3,03255,6771,3306
2012,3,03255,7440,3992
2013,3,03255,9031,4062
2014,3,03255,8820,4414
2015,3,03255,10425,4850
2016,3,03255,12977,5506
2017,3,03255,13468,6077
2018,3,03255,12866,5232
2009,3,03256,9648,5448
2010,3,03256,11422,5673
2011,3,03256,13198,6294
2012,3,03256,15883,7142
2013,3,03256,17932,8009
2014,3,03256,19580,9075
2015,3,03256,18427,7927
2016,3,03256,16876,7359
2017,3,03256,19592,8586
2018,3,03256,16815,7284
2009,3,03257,52058,12582
2010,3,03257,51082,12884
2011,3,03257,56873,13472
2012,3,03257,59508,14205
2013,3,03257,55377,12937
2014,3,03257,56061,13873
2015,3,03257,57640,14007
2016,3,03257,60422,13739
2017,3,03257,59370,14389
2018,3,03257,56586,13035
2009,3,03351,34092,15347
2010,3,03351,36491,16184
2011,3,03351,34585,15353
2012,3,03351,36139,16709
2013,3,03351,39347,16459
2014,3,03351,35896,17494
2015,3,03351,36890,17342
2016,3,03351,38897,16617
2017,3,03351,36838,16670
2018,3,03351,43161,17216
2009,3,03352,104777,27124
2010,3,03352,111893,27719
2011,3,03352,110239,29120
2012,3,03352,108457,30541
2013,3,03352,140716,35189
2014,3,03352,128162,32899
2015,3,03352,127634,35428
2016,3,03352,169298,40386
2017,3,03352,124447,36182
2018,3,03352,153194,42758
2009,3,03353,34089,16587
2010,3,03353,40202,17500
2011,3,03353,41316,18003
2012,3,03353,43603,18231
2013,3,03353,41423,16826
2014,3,03353,39458,17652
2015,3,03353,38451,17528
2016,3,03353,41896,17217
2017,3,03353,39466,18235
2018,3,03353,44959,17258
2009,3,03354,11012,4498
2010,3,03354,14601,4896
2011,3,03354,10214,4203
2012,3,03354,17752,5862
2013,3,03354,16309,5654
2014,3,03354,12995,5224
2015,3,03354,13704,5175
2016,3,03354,18020,6019
2017,3,03354,11995,4525
2018,3,03354,16866,5757
2009,3,03355,32246,15029
2010,3,03355,33407,15959
2011,3,03355,36500,17242
2012,3,03355,39716,18625
2013,3,03355,38610,16854
2014,3,03355,36447,17277
2015,3,03355,37747,17566
2016,3,03355,42631,18284
2017,3,03355,39843,20033
2018,3,03355,40691,20359
2009,3,03356,8018,4057
2010,3,03356,8912,3493
2011,3,03356,10046,3820
2012,3,03356,10536,4254
2013,3,03356,10012,3975
2014,3,03356,11021,4736
2015,3,03356,11759,4003
2016,3,03356,11028,4128
2017,3,03356,8903,4199
2018,3,03356,8841,3920
2009,3,03357,28500,13705
2010,3,03357,31435,13966
2011,3,03357,29953,14960
2012,3,03357,34344,17042
2013,3,03357,33000,14807
2014,3,03357,27474,14379
2015,3,03357,44376,15915
2016,3,03357,39824,15215
2017,3,03357,41412,16818
2018,3,03357,40137,14501
2009,3,03358,128638,37827
2010,3,03358,139048,39008
2011,3,03358,119471,37338
2012,3,03358,133606,40899
2013,3,03358,161999,45042
2014,3,03358,128516,39845
2015,3,03358,140087,42521
2016,3,03358,195711,56390
2017,3,03358,147460,45576
2018,3,03358,187177,57799
2009,3,03359,20992,9199
2010,3,03359,23434,9917
2011,3,03359,24208,10597
2012,3,03359,26892,10887
2013,3,03359,23624,9627
2014,3,03359,25501,10585
2015,3,03359,22851,10201
2016,3,03359,31266,12065
2017,3,03359,27595,11876
2018,3,03359,29454,11968
2009,3,03360,52203,10806
2010,3,03360,55397,11483
2011,3,03360,53050,11096
2012,3,03360,60025,12034
2013,3,03360,60801,11990
2014,3,03360,55801,12120
2015,3,03360,54492,11139
2016,3,03360,60011,12305
2017,3,03360,54105,11451
2018,3,03360,57474,12536
2009,3,03361,18668,9646
2010,3,03361,19816,9256
2011,3,03361,18547,8770
2012,3,03361,22524,10825
2013,3,03361,22223,9711
2014,3,03361,20473,10051
2015,3,03361,19985,9826
2016,3,03361,21484,9705
2017,3,03361,22265,11108
2018,3,03361,26850,12816
2009,3,03401,4141,2336
2010,3,03401,3535,1916
2011,3,03401,4093,2296
2012,3,03401,3580,2037
2013,3,03401,3472,1833
2014,3,03401,4816,2874
2015,3,03401,3654,2245
2016,3,03401,4246,2233
2017,3,03401,4269,2519
2018,3,03401,4247,2310
2009,3,03402,5955,3706
2010,3,03402,7567,4227
2011,3,03402,7482,3996
2012,3,03402,6746,3645
2013,3,03402,9162,4388
2014,3,03402,9644,4777
2015,3,03402,9446,4970
2016,3,03402,11923,5921
2017,3,03402,11628,5896
2018,3,03402,11294,6356
2009,3,03403,15692,9847
2010,3,03403,21088,9991
2011,3,03403,23654,10205
2012,3,03403,24210,10768
2013,3,03403,22941,10085
2014,3,03403,26934,11250
2015,3,03403,26156,11929
2016,3,03403,26816,11194
2017,3,03403,31171,13724
2018,3,03403,28218,11772
2009,3,03404,23419,16251
2010,3,03404,22514,14966
2011,3,03404,25575,16463
2012,3,03404,27263,17281
2013,3,03404,25237,15755
2014,3,03404,26278,17322
2015,3,03404,31794,20305
2016,3,03404,36492,21838
2017,3,03404,39656,27092
2018,3,03404,36621,23825
2009,3,03405,17512,5883
2010,3,03405,17277,5743
2011,3,03405,18643,7190
2012,3,03405,21543,6829
2013,3,03405,21060,7057
2014,3,03405,21604,7948
2015,3,03405,23973,8648
2016,3,03405,26319,9729
2017,3,03405,25152,9550
2018,3,03405,27365,10069
2009,3,03451,46726,15351
2010,3,03451,45374,15065
2011,3,03451,51169,16901
2012,3,03451,51140,16681
2013,3,03451,51985,16334
2014,3,03451,52357,17516
2015,3,03451,54458,18372
2016,3,03451,54888,16487
2017,3,03451,58012,20653
2018,3,03451,61405,20062
2009,3,03452,139601,33609
2010,3,03452,185767,41215
2011,3,03452,154105,37600
2012,3,03452,169092,40472
2013,3,03452,222687,48435
2014,3,03452,182677,41971
2015,3,03452,206860,48006
2016,3,03452,275825,61962
2017,3,03452,189587,48527
2018,3,03452,246468,59687
2009,3,03453,17193,8061
2010,3,03453,24353,9589
2011,3,03453,22068,10148
2012,3,03453,25155,10512
2013,3,03453,26307,10457
2014,3,03453,23540,10911
2015,3,03453,24862,10445
2016,3,03453,29661,10825
2017,3,03453,28885,12328
2018,3,03453,29769,11558
2009,3,03454,64537,25563
2010,3,03454,109865,35448
2011,3,03454,70862,27078
2012,3,03454,104557,34223
2013,3,03454,134846,38801
2014,3,03454,71873,28700
2015,3,03454,83916,30364
2016,3,03454,133917,40583
2017,3,03454,87475,33800
2018,3,03454,150945,47384
2009,3,03455,75116,18722
2010,3,03455,81333,20694
2011,3,03455,48070,15274
2012,3,03455,68801,20627
2013,3,03455,113657,27202
2014,3,03455,70264,18186
2015,3,03455,105970,24139
2016,3,03455,102508,24008
2017,3,03455,75815,18778
2018,3,03455,113028,27368
2009,3,03456,34613,10707
2010,3,03456,43963,13687
2011,3,03456,52465,16003
2012,3,03456,50363,15883
2013,3,03456,59988,17720
2014,3,03456,46068,14086
2015,3,03456,46593,13777
2016,3,03456,54615,15406
2017,3,03456,50766,15016
2018,3,03456,57601,16995
2009,3,03457,63606,11929
2010,3,03457,78306,14711
2011,3,03457,68757,14160
2012,3,03457,74462,16964
2013,3,03457,95605,18982
2014,3,03457,75111,15298
2015,3,03457,84333,16924
2016,3,03457,107710,22328
2017,3,03457,76516,17121
2018,3,03457,109815,24432
2009,3,03458,17096,8381
2010,3,03458,17538,8396
2011,3,03458,17021,9163
2012,3,03458,17637,9148
2013,3,03458,16572,8199
2014,3,03458,18246,10044
2015,3,03458,17949,10276
2016,3,03458,21223,11279
2017,3,03458,20935,11871
2018,3,03458,22561,12572
2009,3,03459,98385,20954
2010,3,03459,103926,23051
2011,3,03459,102965,23964
2012,3,03459,115991,28830
2013,3,03459,120202,28447
2014,3,03459,111732,25564
2015,3,03459,110563,26133
2016,3,03459,128813,29900
2017,3,03459,120944,30018
2018,3,03459,126901,30763
2009,3,03460,18865,8938
2010,3,03460,24621,9031
2011,3,03460,21102,8660
2012,3,03460,22584,9043
2013,3,03460,20740,8185
2014,3,03460,23013,9531
2015,3,03460,21911,8885
2016,3,03460,24366,9117
2017,3,03460,26245,11004
2018,3,03460,28173,9843
2009,3,03461,47665,12309
2010,3,03461,44888,11178
2011,3,03461,34856,9800
2012,3,03461,46947,11976
2013,3,03461,59383,14044
2014,3,03461,50181,13335
2015,3,03461,55472,14007
2016,3,03461,57830,14813
2017,3,03461,40252,11630
2018,3,03461,51933,13534
2009,3,03462,80202,19220
2010,3,03462,106470,24658
2011,3,03462,81521,21206
2012,3,03462,95017,24923
2013,3,03462,134915,29500
2014,3,03462,95114,20580
2015,3,03462,107255,24830
2016,3,03462,164341,34846
2017,3,03462,103314,25062
2018,3,03462,142732,33917
2009,5,03101,41666,22911
2010,5,03101,40213,22708
2011,5,03101,45552,25869
2012,5,03101,41340,23894
2013,5,03101,43135,24543
2014,5,03101,47267,28215
2015,5,03101,46404,26663
2016,5,03101,50469,30015
2017,5,03101,63350,40551
2018,5,03101,55975,35023
2009,5,03102,7760,3604
2010,5,03102,11220,3524
2011,5,03102,12788,4408
2012,5,03102,12885,4101
2013,5,03102,14043,4318
2014,5,03102,11767,4194
2015,5,03102,11616,4265
2016,5,03102,11431,4483
2017,5,03102,16159,5995
2018,5,03102,14029,4955
2009,5,03103,44669,22436
2010,5,03103,46411,22628
2011,5,03103,45993,23705
2012,5,03103,46007,22124
2013,5,03103,44706,20450
2014,5,03103,45251,25830
2015,5,03103,52573,30254
2016,5,03103,47477,28288
2017,5,03103,49969,32144
2018,5,03103,54340,33025
2009,5,03151,32690,12560
2010,5,03151,32469,12845
2011,5,03151,33978,12486
2012,5,03151,37285,13993
2013,5,03151,39074,14693
2014,5,03151,37795,14181
2015,5,03151,38003,13214
2016,5,03151,31462,11910
2017,5,03151,28762,12380
2018,5,03151,28908,12177
2009,5,03153,201769,63653
2010,5,03153,200475,63357
2011,5,03153,183080,58137
2012,5,03153,211928,65988
2013,5,03153,224532,68914
2014,5,03153,204815,64094
2015,5,03153,224038,70431
2016,5,03153,220881,70780
2017,5,03153,207113,66200
2018,5,03153,232556,74895
2009,5,03154,17512,9412
2010,5,03154,17963,9606
2011,5,03154,17369,10572
2012,5,03154,16206,9387
2013,5,03154,15462,9554
2014,5,03154,14564,8614
2015,5,03154,14773,9209
2016,5,03154,16403,10341
2017,5,03154,15870,9441
2018,5,03154,15266,8777
2009,5,03155,52866,17056
2010,5,03155,51209,17059
2011,5,03155,48678,16088
2012,5,03155,47781,16174
2013,5,03155,45619,15436
2014,5,03155,46886,16572
2015,5,03155,43540,15928
2016,5,03155,42982,15167
2017,5,03155,41674,14946
2018,5,03155,41617,14985
2009,5,03157,7560,4032
2010,5,03157,9904,4807
2011,5,03157,10543,5482
2012,5,03157,9471,5277
2013,5,03157,8700,5096
2014,5,03157,8969,5097
2015,5,03157,9454,5094
2016,5,03157,8653,4641
2017,5,03157,10108,5691
2018,5,03157,8077,4790
2009,5,03158,8133,4005
2010,5,03158,10300,4932
2011,5,03158,13489,5682
2012,5,03158,12943,5514
2013,5,03158,13153,5486
2014,5,03158,14185,5688
2015,5,03158,13831,5370
2016,5,03158,12360,4597
2017,5,03158,12655,4991
2018,5,03158,11594,4694
2009,5,03159,147481,58876
2010,5,03159,139656,57870
2011,5,03159,137527,58949
2012,5,03159,148725,61497
2013,5,03159,155321,62566
2014,5,03159,147487,60808
2015,5,03159,172133,67992
2016,5,03159,177609,71163
2017,5,03159,163602,68078
2018,5,03159,180453,73418
2009,5,03241,315669,161572
2010,5,03241,278496,159458
2011,5,03241,364177,194681
2012,5,03241,318260,167671
2013,5,03241,348141,186028
2014,5,03241,349228,188024
2015,5,03241,373667,198296
2016,5,03241,328413,183071
2017,5,03241,397044,216687
2018,5,03241,344356,195892
2009,5,03251,22517,11975
2010,5,03251,23279,12188
2011,5,03251,22335,12349
2012,5,03251,25233,12377
2013,5,03251,25658,13049
2014,5,03251,25168,12804
2015,5,03251,25650,12653
2016,5,03251,29735,13778
2017,5,03251,28869,13753
2018,5,03251,30834,15359
2009,5,03252,127061,29980
2010,5,03252,118437,28068
2011,5,03252,124516,28891
2012,5,03252,114862,27944
2013,5,03252,117020,29848
2014,5,03252,117682,28233
2015,5,03252,115851,30553
2016,5,03252,117600,32831
2017,5,03252,110765,30749
2018,5,03252,111963,31456
2009,5,03254,46558,18160
2010,5,03254,40919,17622
2011,5,03254,52747,21128
2012,5,03254,50225,21044
2013,5,03254,48965,20657
2014,5,03254,51024,20872
2015,5,03254,57151,23407
2016,5,03254,52718,22944
2017,5,03254,63506,25930
2018,5,03254,53278,23862
2009,5,03255,19097,8382
2010,5,03255,21078,11494
2011,5,03255,17416,9140
2012,5,03255,23617,12088
2013,5,03255,25636,13412
2014,5,03255,22242,10607
2015,5,03255,31280,14810
2016,5,03255,38572,17561
2017,5,03255,30228,14213
2018,5,03255,34084,15350
2009,5,03256,13432,8149
2010,5,03256,13205,8046
2011,5,03256,15098,7908
2012,5,03256,18309,9505
2013,5,03256,21981,10725
2014,5,03256,20395,9774
2015,5,03256,20017,10546
2016,5,03256,24766,11852
2017,5,03256,27009,12714
2018,5,03256,26293,13371
2009,5,03257,72416,19977
2010,5,03257,66684,18300
2011,5,03257,64709,19245
2012,5,03257,73361,20636
2013,5,03257,74449,22280
2014,5,03257,73564,20425
2015,5,03257,78138,22400
2016,5,03257,78916,21985
2017,5,03257,73998,21059
2018,5,03257,72103,21907
2009,5,03351,68157,27045
2010,5,03351,58466,24653
2011,5,03351,56973,26656
2012,5,03351,64873,27878
2013,5,03351,68271,29549
2014,5,03351,58580,27049
2015,5,03351,67660,28850
2016,5,03351,70507,29695
2017,5,03351,66145,28184
2018,5,03351,85555,33308
2009,5,03352,262734,62791
2010,5,03352,258810,61821
2011,5,03352,213955,50748
2012,5,03352,237628,62623
2013,5,03352,268839,64928
2014,5,03352,238082,58961
2015,5,03352,287514,71631
2016,5,03352,285437,72975
2017,5,03352,250414,63076
2018,5,03352,319784,82762
2009,5,03353,63236,26556
2010,5,03353,61627,26813
2011,5,03353,69173,30518
2012,5,03353,82561,34733
2013,5,03353,74857,31196
2014,5,03353,77469,33069
2015,5,03353,68500,30954
2016,5,03353,67585,30592
2017,5,03353,65311,30389
2018,5,03353,68136,30339
2009,5,03354,37489,13189
2010,5,03354,35663,12781
2011,5,03354,24104,9357
2012,5,03354,35478,13514
2013,5,03354,33823,12899
2014,5,03354,33476,10475
2015,5,03354,34229,13354
2016,5,03354,37826,14444
2017,5,03354,30270,11749
2018,5,03354,39951,14868
2009,5,03355,57470,25078
2010,5,03355,56073,25857
2011,5,03355,55598,25836
2012,5,03355,61222,27713
2013,5,03355,63618,27092
2014,5,03355,60379,27798
2015,5,03355,67581,28448
2016,5,03355,65502,28295
2017,5,03355,65837,29528
2018,5,03355,68329,31317
2009,5,03356,15719,6840
2010,5,03356,15309,6397
2011,5,03356,15156,5875
2012,5,03356,16333,6516
2013,5,03356,16705,6957
2014,5,03356,13740,5835
2015,5,03356,15639,6208
2016,5,03356,15750,6485
2017,5,03356,15420,6784
2018,5,03356,17321,7345
2009,5,03357,46370,20409
2010,5,03357,46612,21206
2011,5,03357,51584,22846
2012,5,03357,51709,22800
2013,5,03357,44986,21543
2014,5,03357,48227,21029
2015,5,03357,57487,22542
2016,5,03357,54939,22127
2017,5,03357,55760,21777
2018,5,03357,56119,22410
2009,5,03358,247518,79122
2010,5,03358,241256,79025
2011,5,03358,175113,57572
2012,5,03358,244766,76558
2013,5,03358,270765,85762
2014,5,03358,211894,74435
2015,5,03358,275330,89924
2016,5,03358,315213,100516
2017,5,03358,241862,83487
2018,5,03358,321050,107615
2009,5,03359,43770,18142
2010,5,03359,54119,22109
2011,5,03359,56628,22879
2012,5,03359,55487,22403
2013,5,03359,54887,22148
2014,5,03359,49058,20624
2015,5,03359,51451,21754
2016,5,03359,55971,22847
2017,5,03359,53433,22833
2018,5,03359,65055,25863
2009,5,03360,70488,14400
2010,5,03360,71787,14896
2011,5,03360,66348,14107
2012,5,03360,75332,16024
2013,5,03360,75766,16827
2014,5,03360,69324,15091
2015,5,03360,75385,16417
2016,5,03360,76931,17972
2017,5,03360,68120,16622
2018,5,03360,71793,16984
2009,5,03361,25312,12626
2010,5,03361,26065,13135
2011,5,03361,24685,12534
2012,5,03361,27309,14206
2013,5,03361,28218,14190
2014,5,03361,27425,13959
2015,5,03361,27230,13385
2016,5,03361,30014,15720
2017,5,03361,31808,16375
2018,5,03361,34782,18310
2009,5,03401,5350,3104
2010,5,03401,4749,2478
2011,5,03401,4346,2238
2012,5,03401,4604,2533
2013,5,03401,4983,2653
2014,5,03401,4274,2377
2015,5,03401,4800,2407
2016,5,03401,5788,2933
2017,5,03401,5216,2942
2018,5,03401,4633,2714
2009,5,03402,12070,6662
2010,5,03402,13205,6368
2011,5,03402,10873,5521
2012,5,03402,13560,6469
2013,5,03402,14539,8133
2014,5,03402,15775,8451
2015,5,03402,16366,8125
2016,5,03402,17565,8831
2017,5,03402,16635,8238
2018,5,03402,19720,10129
2009,5,03403,19844,11344
2010,5,03403,27451,13198
2011,5,03403,25971,12202
2012,5,03403,28151,12373
2013,5,03403,27512,12915
2014,5,03403,29434,13106
2015,5,03403,29828,13474
2016,5,03403,31908,15085
2017,5,03403,34080,15918
2018,5,03403,33962,15472
2009,5,03404,27678,17345
2010,5,03404,27851,17849
2011,5,03404,30371,20135
2012,5,03404,28729,18535
2013,5,03404,30433,19511
2014,5,03404,30635,19921
2015,5,03404,37134,23482
2016,5,03404,38737,23954
2017,5,03404,46689,29662
2018,5,03404,45464,30080
2009,5,03405,20914,7123
2010,5,03405,24382,8728
2011,5,03405,27365,10308
2012,5,03405,27059,9530
2013,5,03405,28282,10776
2014,5,03405,27790,10498
2015,5,03405,29590,11442
2016,5,03405,35047,12976
2017,5,03405,32082,12072
2018,5,03405,34173,13784
2009,5,03451,92592,28013
2010,5,03451,97295,30160
2011,5,03451,90407,27751
2012,5,03451,92442,27864
2013,5,03451,92473,27916
2014,5,03451,96401,29401
2015,5,03451,95852,29702
2016,5,03451,101111,30593
2017,5,03451,95456,30205
2018,5,03451,107266,33002
2009,5,03452,384980,81673
2010,5,03452,404956,84423
2011,5,03452,350398,70607
2012,5,03452,401142,82559
2013,5,03452,412795,87787
2014,5,03452,374155,79964
2015,5,03452,402343,88247
2016,5,03452,452932,101406
2017,5,03452,416192,90255
2018,5,03452,505515,112673
2009,5,03453,34033,12820
2010,5,03453,38681,14863
2011,5,03453,31053,13309
2012,5,03453,35368,13993
2013,5,03453,38985,14811
2014,5,03453,34952,14407
2015,5,03453,38272,14818
2016,5,03453,39498,15341
2017,5,03453,39706,16185
2018,5,03453,46729,18455
2009,5,03454,195670,69483
2010,5,03454,197320,65328
2011,5,03454,178332,63897
2012,5,03454,226879,73158
2013,5,03454,219333,74129
2014,5,03454,239235,85768
2015,5,03454,234188,78286
2016,5,03454,250943,85024
2017,5,03454,259856,85808
2018,5,03454,265683,90567
2009,5,03455,232559,42994
2010,5,03455,222763,41166
2011,5,03455,205535,33065
2012,5,03455,259448,52920
2013,5,03455,257458,54406
2014,5,03455,221902,40076
2015,5,03455,248112,47399
2016,5,03455,262369,53214
2017,5,03455,245090,44213
2018,5,03455,290821,59195
2009,5,03456,72243,18710
2010,5,03456,95671,25268
2011,5,03456,99060,24665
2012,5,03456,107139,22678
2013,5,03456,99257,28498
2014,5,03456,65511,20448
2015,5,03456,75506,21870
2016,5,03456,72412,21435
